"review_id","reviewer_name","review_rating","review_title","review_date","review_content","book_id"
2334,"Dennett Duo",5,"So Simple & Easy to Use.","2023-10-15","I ordered this book to refresh my memory about Microsoft programs and was not disappointed!",181
2335,"SCI Opinions",5,"Invaluable guide to Windows 360","2023-10-19","Well organized, clear language/instructions, great value for the money.",181
2336,"Marty Richardson",4,"365","2023-10-12","Very understandable",181
2337,"J. Dasti",5,"Fantastic","2023-10-08","This book has helped me so much with excel and now word. It’s definitely worth it. I’m learning more every day.",181
2338,"awesome book, helped a lot",5,"review","2023-10-12","it was an informative book",181
2339,"Micah Lavender",5,"Very HELPFUL","2023-10-08","I would be absolutely lost without the Microsoft Bible!",181
2340,"Cassandra Englehart",5,"If you want to take better data then this is the book for you!","2022-04-26","Wow! This book is absolutely amazing! As a 1st year teacher this has been such a help! 10/10 would suggest this read to anyone in the education field. It comes with online printable content that walks you through how to use each data form.",182
2341,"ET phone home",5,"Excellent resource","2021-11-29","Lots of reproducible pages. Online video very helpful.",182
2342,"Amazon Customer",3,"Terrible condition","2019-05-14","The book may be great, I haven’t used it yet, but the condition of the book is terrible. It was suppose to be new and it looks like it was drug under a car.",182
2343,"L. Wolfert",4,"Four Stars","2018-03-08","Has some useful organizers. New and experienced teachers would benefit from this.",182
2344,"Mz T",5,"Great addition to my resource library","2020-10-26","Great resource tool for special education teachers",182
2345,"Customer",5,"Great for ALL teachers! DATA saves!","2018-02-04","Great for ALL teachers in the Regular Classroom and the Special Education Classroom!  I just wish the appendices were perforated so I can rip it out neatly.",182
2346,"Gwen M Garfield",3,"Digital Code does not work.","2018-07-31","I have the digital version and the code did not work to download documentation sheets. I would give this a 5 otherwise.",182
2347,"Olenma Figueroa Alvarez",3,"Data","2018-12-01","Didn’t really meet my expectations as far as the material was to general.",182
2348,"Unknown",5,"Great for my class","2019-12-24","Easy to use",182
2349,"Teacher",5,"","2018-06-15","The best resource I've purchase for data collection.  Practical and easy to understand how to implement.",182
2350,"SSSL",4,"Helpful Information and A Good Read","2022-08-18","This book is written and conveyed quite well. The author’s narrative puts forth many easy-to-understand examples and exercises that one can follow regardless of the situation. I enjoyed the read.",175
2351,"John Foley",2,"it’s ok","2023-08-09","If you need a step by step guide to help you stop procrastinating or overthinking it’s ok, but it’s not about algorithms or algorithmic thinking.",175
2352,"Wellness Guru",4,"Interesting, but not original","2022-04-25","This book is a compilation of other books that I have already read on algorithmic thinking. It outlines scientific studies on behavioral economics, cognitive science, and neuropsychology about what constitutes a great decision. The exercises presented are a nice bonus to make this type of thinking practical, but I didn't learn much that hasn't been presented elsewhere. If this is you first foray into algorithmic thinking, then it is worth picking up this book.",175
